"male","hh_ID","rooms","males_tot","age","ppl_total","num_child","bedrooms","dependency_rate","computer","disabled_ppl","water_inside","years_of_schooling","Target"
"0","ff31b984b",7,1,65,3,1,3,29,"0","0","1",15,"4"
"0","ff31b984b",7,1,13,3,1,3,29,"0","0","1",6,"4"
"1","3f6eb55ad",2,1,44,2,0,1,31,"0","0","1",11,"2"
"0","3f6eb55ad",2,1,83,2,0,1,31,"0","1","1",3,"2"
"1","e8725f7cb",4,2,0,4,1,2,24,"0","0","1",0,"4"
"1","e8725f7cb",4,2,73,4,1,2,24,"0","1","1",6,"4"
"0","e8725f7cb",4,2,68,4,1,2,24,"0","0","1",0,"4"
"0","e8725f7cb",4,2,37,4,1,2,24,"0","0","1",12,"4"
"1","56689a31a",4,1,36,3,0,2,30,"0","0","1",6,"4"
"0","56689a31a",4,1,23,3,0,2,30,"0","0","1",7,"4"
"0","56689a31a",4,1,59,3,0,2,30,"0","0","1",3,"4"
"1","6db9fb060",4,1,53,2,0,1,31,"0","0","1",3,"3"
"0","6db9fb060",4,1,84,2,0,1,31,"0","0","1",5,"3"
"1","06dba0576",4,3,29,5,2,2,10,"0","0","1",11,"4"
"1","06dba0576",4,3,1,5,2,2,10,"0","0","1",0,"4"
"1","06dba0576",4,3,36,5,2,2,10,"0","0","1",5,"4"
"0","06dba0576",4,3,7,5,2,2,10,"0","0","1",0,"4"
"0","06dba0576",4,3,25,5,2,2,10,"0","0","1",11,"4"
"0","5dbf9fa26",3,1,8,4,2,1,31,"0","0","1",2,"4"
"1","5dbf9fa26",3,1,38,4,2,1,31,"0","0","1",11,"4"
"0","5dbf9fa26",3,1,7,4,2,1,31,"0","0","1",0,"4"
"0","5dbf9fa26",3,1,37,4,2,1,31,"0","0","1",6,"4"
"1","c80a8d026",7,1,24,4,0,4,30,"1","0","1",11,"4"
"0","c80a8d026",7,1,22,4,0,4,30,"1","0","1",11,"4"
"0","c80a8d026",7,1,23,4,0,4,30,"1","0","1",12,"4"
"0","c80a8d026",7,1,52,4,0,4,30,"1","0","1",13,"4"
"1","cd0157ab9",5,2,68,4,0,3,31,"0","0","1",11,"4"
"1","cd0157ab9",5,2,55,4,0,3,31,"0","0","1",14,"4"
"0","cd0157ab9",5,2,90,4,0,3,31,"0","1","1",2,"4"
"0","cd0157ab9",5,2,64,4,0,3,31,"0","1","1",0,"4"
"1","d4283f728",6,1,77,2,0,3,29,"0","1","1",7,"4"
"0","d4283f728",6,1,75,2,0,3,29,"0","1","1",6,"4"
"1","a944ce6f8",5,2,3,3,1,3,8,"1","0","1",0,"4"
"0","a944ce6f8",5,2,33,3,1,3,8,"1","0","1",16,"4"
"1","a944ce6f8",5,2,40,3,1,3,8,"1","0","1",15,"4"
"0","347ca480a",5,1,20,3,0,3,30,"0","0","1",6,"4"
"0","347ca480a",5,1,37,3,0,3,30,"0","0","1",6,"4"
"1","347ca480a",5,1,24,3,0,3,30,"0","0","1",11,"4"
"0","249f9ffa4",4,1,55,2,0,2,30,"0","0","1",10,"4"
"1","249f9ffa4",4,1,60,2,0,2,30,"0","0","1",10,"4"
"1","27a4747da",4,1,30,1,0,1,30,"1","0","1",14,"4"
"1","91fc4c109",6,1,62,1,0,3,30,"0","0","1",15,"4"
"0","be07eda33",7,1,32,2,0,2,30,"0","0","1",14,"4"
"1","be07eda33",7,1,35,2,0,2,30,"0","0","1",9,"4"
"0","b03e62236",4,1,20,4,1,2,6,"0","0","1",11,"2"
"0","b03e62236",4,1,60,4,1,2,6,"0","0","1",11,"2"
"0","b03e62236",4,1,18,4,1,2,6,"0","0","1",7,"2"
"1","b03e62236",4,1,55,4,1,2,6,"0","0","1",6,"2"
"1","9f313f493",8,3,28,7,2,4,7,"1","0","1",6,"4"
"1","9f313f493",8,3,17,7,2,4,7,"1","0","1",6,"4"
"0","9f313f493",8,3,20,7,2,4,7,"1","0","1",11,"4"
"0","9f313f493",8,3,4,7,2,4,7,"1","0","1",0,"4"
"1","9f313f493",8,3,44,7,2,4,7,"1","0","1",11,"4"
"0","9f313f493",8,3,43,7,2,4,7,"1","0","1",15,"4"
"0","9f313f493",8,3,23,7,2,4,7,"1","0","1",10,"4"
"0","ea4957b4a",5,1,62,2,0,3,31,"0","0","1",6,"4"
"1","ea4957b4a",5,1,66,2,0,3,31,"0","0","1",10,"4"
"0","1670445b9",3,0,70,1,0,1,29,"0","0","1",6,"4"
"0","eaf319a82",3,0,61,1,0,1,30,"0","1","1",3,"2"
"1","dc0da7d89",5,2,20,2,1,3,31,"0","0","1",11,"4"
"1","dc0da7d89",5,2,18,2,1,3,31,"0","0","1",9,"4"
"0","43594ebab",6,2,32,5,1,3,10,"1","0","1",11,"4"
"0","43594ebab",6,2,57,5,1,3,10,"1","0","1",11,"4"
"1","43594ebab",6,2,23,5,1,3,10,"1","0","1",11,"4"
"1","43594ebab",6,2,72,5,1,3,10,"1","0","1",6,"4"
"0","43594ebab",6,2,11,5,1,3,10,"1","0","1",5,"4"
"0","4b64b46f5",4,1,20,3,0,3,30,"0","0","1",12,"4"
"1","4b64b46f5",4,1,54,3,0,3,30,"0","1","1",6,"4"
"0","4b64b46f5",4,1,48,3,0,3,30,"0","0","1",9,"4"
"1","dc6ff5bb5",8,2,65,4,0,5,6,"0","0","1",7,"4"
"0","dc6ff5bb5",8,2,60,4,0,5,6,"0","0","1",9,"4"
"1","dc6ff5bb5",8,2,26,4,0,5,6,"0","0","1",10,"4"
"0","dc6ff5bb5",8,2,29,4,0,5,6,"0","0","1",11,"4"
"0","0fb516a6a",5,2,30,4,2,3,31,"0","0","1",11,"4"
"1","0fb516a6a",5,2,5,4,2,3,31,"0","0","1",0,"4"
"1","0fb516a6a",5,2,34,4,2,3,31,"0","0","1",11,"4"
"0","0fb516a6a",5,2,10,4,2,3,31,"0","0","1",3,"4"
"0","4ea154bc1",4,1,30,3,1,2,8,"0","0","1",11,"3"
"1","4ea154bc1",4,1,42,3,1,2,8,"0","0","1",6,"3"
"0","4ea154bc1",4,1,5,3,1,2,8,"0","0","1",0,"3"
"0","2e8b3463c",5,3,28,7,3,3,12,"0","0","1",12,"4"
"0","2e8b3463c",5,3,44,7,3,3,12,"0","0","1",9,"4"
"1","2e8b3463c",5,3,35,7,3,3,12,"0","0","1",11,"4"
"0","2e8b3463c",5,3,3,7,3,3,12,"0","0","1",0,"4"
"1","2e8b3463c",5,3,56,7,3,3,12,"0","0","1",8,"4"
"0","2e8b3463c",5,3,10,7,3,3,12,"0","0","1",4,"4"
"1","2e8b3463c",5,3,10,7,3,3,12,"0","0","1",4,"4"
"1","3bc82710c",6,2,29,2,0,2,30,"0","0","1",10,"4"
"1","3bc82710c",6,2,31,2,0,2,30,"0","0","1",9,"4"
"0","371cc5e17",8,1,35,4,1,5,6,"0","0","1",11,"4"
"0","371cc5e17",8,1,46,4,1,5,6,"0","0","1",11,"4"
"1","371cc5e17",8,1,8,4,1,5,6,"0","0","1",2,"4"
"0","371cc5e17",8,1,24,4,1,5,6,"0","0","1",16,"4"
"0","6af8c1c50",6,3,45,4,2,4,31,"0","0","1",11,"4"
"1","6af8c1c50",6,3,9,4,2,4,31,"0","0","1",2,"4"
"1","6af8c1c50",6,3,7,4,2,4,31,"0","0","1",1,"4"
"1","6af8c1c50",6,3,46,4,2,4,31,"0","0","1",6,"4"
"1","b1951fcb7",4,2,22,2,0,2,30,"0","0","1",11,"4"
"1","b1951fcb7",4,2,51,2,0,2,30,"0","0","1",16,"4"
"0","faa3a287f",3,0,42,1,0,1,30,"0","0","1",17,"4"
"1","04b02301b",11,2,25,3,0,4,8,"1","0","1",14,"4"
"1","04b02301b",11,2,39,3,0,4,8,"1","0","1",13,"4"
"0","04b02301b",11,2,69,3,0,4,8,"1","0","1",6,"4"
"0","49215c8ae",4,2,49,3,1,2,8,"0","0","1",0,"4"
"1","49215c8ae",4,2,17,3,1,2,8,"0","0","1",6,"4"
"1","49215c8ae",4,2,58,3,1,2,8,"0","0","1",8,"4"
"1","5df0035ba",5,2,60,4,1,3,6,"0","0","1",11,"4"
"1","5df0035ba",5,2,18,4,1,3,6,"0","0","1",7,"4"
"0","5df0035ba",5,2,58,4,1,3,6,"0","0","1",9,"4"
"0","5df0035ba",5,2,34,4,1,3,6,"0","0","1",7,"4"
"1","1480909ff",8,1,47,3,0,2,30,"0","0","1",6,"4"
"0","1480909ff",8,1,26,3,0,2,30,"0","0","1",11,"4"
"0","1480909ff",8,1,48,3,0,2,30,"0","0","1",6,"4"
"0","3d89b64ce",5,0,82,2,0,2,31,"0","1","1",3,"2"
"0","3d89b64ce",5,0,52,2,0,2,31,"0","0","1",8,"2"
"1","71f92b58d",6,1,14,4,1,4,6,"0","0","1",7,"4"
"0","71f92b58d",6,1,23,4,1,4,6,"0","0","1",11,"4"
"0","71f92b58d",6,1,21,4,1,4,6,"0","0","1",11,"4"
"0","71f92b58d",6,1,46,4,1,4,6,"0","0","1",8,"4"
"0","f85fc9f64",6,3,13,6,2,4,8,"0","0","1",6,"4"
"0","f85fc9f64",6,3,19,6,2,4,8,"0","0","1",10,"4"
"0","f85fc9f64",6,3,49,6,2,4,8,"0","0","1",6,"4"
"1","f85fc9f64",6,3,23,6,2,4,8,"0","0","1",15,"4"
"1","f85fc9f64",6,3,25,6,2,4,8,"0","0","1",13,"4"
"1","f85fc9f64",6,3,44,6,2,4,8,"0","0","1",6,"4"
"0","6163ea6ed",4,2,40,4,0,3,30,"1","0","0",15,"4"
"1","6163ea6ed",4,2,64,4,0,3,30,"1","0","0",9,"4"
"1","6163ea6ed",4,2,41,4,0,3,30,"1","0","0",16,"4"
"0","6163ea6ed",4,2,63,4,0,3,30,"1","0","0",6,"4"
"1","7b2cce7ab",4,2,9,3,1,2,8,"0","0","1",2,"4"
"0","7b2cce7ab",4,2,24,3,1,2,8,"0","0","1",6,"4"
"1","7b2cce7ab",4,2,40,3,1,2,8,"0","0","1",6,"4"
"1","39d5e5817",4,2,37,3,1,2,8,"1","0","1",18,"4"
"0","39d5e5817",4,2,35,3,1,2,8,"1","0","1",17,"4"
"1","39d5e5817",4,2,2,3,1,2,8,"1","0","1",0,"4"
"0","30301d100",6,0,69,1,0,3,29,"0","0","1",11,"4"
"1","0fa41d365",5,3,18,4,3,2,24,"0","0","1",10,"3"
"1","0fa41d365",5,3,14,4,3,2,24,"0","0","1",6,"3"
"1","0fa41d365",5,3,10,4,3,2,24,"0","0","1",4,"3"
"0","0fa41d365",5,3,39,4,3,2,24,"0","0","1",11,"3"
"0","74dfad4da",7,1,40,2,1,3,31,"0","0","1",9,"4"
"1","74dfad4da",7,1,10,2,1,3,31,"0","0","1",3,"4"
"0","6f3cd6756",5,1,33,4,2,2,31,"0","0","1",11,"4"
"1","6f3cd6756",5,1,30,4,2,2,31,"0","0","1",15,"4"
"0","6f3cd6756",5,1,5,4,2,2,31,"0","0","1",0,"4"
"0","6f3cd6756",5,1,13,4,2,2,31,"0","0","1",6,"4"
"1","7b34d920f",5,2,22,3,1,3,8,"0","0","1",10,"1"
"0","7b34d920f",5,2,53,3,1,3,8,"0","0","1",14,"1"
"1","7b34d920f",5,2,18,3,1,3,8,"0","0","1",8,"1"
"0","573526e69",3,2,4,4,3,2,24,"0","0","1",0,"1"
"1","573526e69",3,2,7,4,3,2,24,"0","0","1",0,"1"
"1","573526e69",3,2,8,4,3,2,24,"0","0","1",1,"1"
"0","573526e69",3,2,31,4,3,2,24,"0","0","1",7,"1"
"1","d9bb7c815",7,2,32,3,0,4,30,"1","0","1",11,"4"
"0","d9bb7c815",7,2,54,3,0,4,30,"1","0","1",9,"4"
"1","d9bb7c815",7,2,26,3,0,4,30,"1","0","1",14,"4"
"0","9c7f9fa85",5,3,69,5,1,3,10,"0","0","1",6,"4"
"0","9c7f9fa85",5,3,35,5,1,3,10,"0","0","1",11,"4"
"1","9c7f9fa85",5,3,0,5,1,3,10,"0","0","1",0,"4"
"1","9c7f9fa85",5,3,45,5,1,3,10,"0","0","1",17,"4"
"1","9c7f9fa85",5,3,33,5,1,3,10,"0","0","1",11,"4"
"1","5f92b379b",2,2,8,3,2,1,21,"0","0","1",1,"1"
"1","5f92b379b",2,2,3,3,2,1,21,"0","0","1",0,"1"
"0","5f92b379b",2,2,30,3,2,1,21,"0","0","1",5,"1"
"0","27192a2de",2,1,50,2,0,1,30,"0","0","1",5,"2"
"1","27192a2de",2,1,22,2,0,1,30,"0","0","1",5,"2"
"0","01c6fcb6e",3,0,70,1,0,1,29,"0","0","1",6,"3"
"1","c4fb8924e",6,4,19,7,3,4,12,"0","0","1",6,"3"
"0","c4fb8924e",6,4,23,7,3,4,12,"0","0","1",6,"3"
"1","c4fb8924e",6,4,35,7,3,4,12,"0","0","1",0,"3"
"1","c4fb8924e",6,4,25,7,3,4,12,"0","0","1",6,"3"
"1","c4fb8924e",6,4,18,7,3,4,12,"0","0","1",9,"3"
"0","c4fb8924e",6,4,16,7,3,4,12,"0","0","1",6,"3"
"0","c4fb8924e",6,4,46,7,3,4,12,"0","0","1",2,"3"
"1","5a306db94",5,2,52,3,1,3,8,"0","0","1",11,"4"
"0","5a306db94",5,2,48,3,1,3,8,"0","0","1",11,"4"
"1","5a306db94",5,2,18,3,1,3,8,"0","0","1",9,"4"
"1","3a765616f",7,3,11,4,2,4,31,"0","0","1",4,"4"
"1","3a765616f",7,3,16,4,2,4,31,"0","0","1",10,"4"
"1","3a765616f",7,3,41,4,2,4,31,"0","0","1",6,"4"
"0","3a765616f",7,3,41,4,2,4,31,"0","0","1",15,"4"
"0","fdf19ce0c",6,0,34,1,0,3,30,"0","0","1",15,"4"
"1","df451f619",1,1,83,1,0,1,29,"0","0","1",2,"4"
"1","3bb904dac",4,1,54,1,0,2,30,"0","0","1",8,"4"
"1","a6fa5d237",4,1,29,2,0,2,30,"0","0","1",11,"4"
"0","a6fa5d237",4,1,62,2,0,2,30,"0","0","1",5,"4"
"0","a382bbff2",5,0,68,1,0,2,29,"0","0","1",15,"4"
"1","d0c2026c3",4,2,11,6,4,4,21,"0","0","1",3,"2"
"0","d0c2026c3",4,2,1,6,4,4,21,"0","0","1",0,"2"
"0","d0c2026c3",4,2,16,6,4,4,21,"0","0","1",8,"2"
"0","d0c2026c3",4,2,33,6,4,4,21,"0","0","1",6,"2"
"1","d0c2026c3",4,2,37,6,4,4,21,"0","0","1",9,"2"
"0","d0c2026c3",4,2,6,6,4,4,21,"0","0","1",0,"2"
"1","b0edfcbec",3,1,45,3,1,2,8,"1","0","1",16,"4"
"0","b0edfcbec",3,1,43,3,1,2,8,"1","0","1",15,"4"
"0","b0edfcbec",3,1,2,3,1,2,8,"1","0","1",0,"4"
"0","0d2895839",4,2,31,4,1,2,6,"0","0","1",6,"4"
"0","0d2895839",4,2,9,4,1,2,6,"0","0","1",1,"4"
"1","0d2895839",4,2,26,4,1,2,6,"0","0","1",9,"4"
"1","0d2895839",4,2,33,4,1,2,6,"0","0","1",9,"4"
"1","822c39334",3,2,4,3,1,2,8,"0","0","1",0,"3"
"1","822c39334",3,2,31,3,1,2,8,"0","0","1",8,"3"
"0","822c39334",3,2,26,3,1,2,8,"0","0","1",11,"3"
"1","ea0f0bfe7",5,2,24,5,2,2,10,"0","0","1",6,"2"
"0","ea0f0bfe7",5,2,22,5,2,2,10,"0","0","1",6,"2"
"1","ea0f0bfe7",5,2,2,5,2,2,10,"0","0","1",0,"2"
"0","ea0f0bfe7",5,2,56,5,2,2,10,"0","0","1",6,"2"
"0","ea0f0bfe7",5,2,3,5,2,2,10,"0","0","1",0,"2"
"0","103b36040",4,2,44,3,0,2,30,"0","0","1",8,"4"
"1","103b36040",4,2,23,3,0,2,30,"0","0","1",5,"4"
"1","103b36040",4,2,53,3,0,2,30,"0","0","1",6,"4"
"1","3be430e4c",2,1,73,1,0,1,29,"0","0","1",5,"3"
"0","38633b9d7",4,2,42,4,2,2,31,"0","0","1",2,"3"
"1","38633b9d7",4,2,63,4,2,2,31,"0","0","1",5,"3"
"1","38633b9d7",4,2,12,4,2,2,31,"0","0","1",4,"3"
"0","38633b9d7",4,2,18,4,2,2,31,"0","0","1",9,"3"
"1","63edd2d28",6,1,61,2,0,3,31,"0","0","1",11,"4"
"0","63edd2d28",6,1,66,2,0,3,31,"0","0","1",16,"4"
"1","615188ceb",5,2,32,4,2,2,31,"0","0","1",6,"4"
"1","615188ceb",5,2,6,4,2,2,31,"0","0","1",0,"4"
"0","615188ceb",5,2,28,4,2,2,31,"0","0","1",9,"4"
"0","615188ceb",5,2,8,4,2,2,31,"0","0","1",1,"4"
"1","7ea80dd5c",3,1,10,2,1,2,31,"0","0","1",2,"4"
"0","7ea80dd5c",3,1,34,2,1,2,31,"0","1","1",7,"4"
"1","a7e9ff638",5,1,63,3,0,3,8,"0","0","1",0,"3"
"0","a7e9ff638",5,1,42,3,0,3,8,"0","1","1",9,"3"
"0","a7e9ff638",5,1,67,3,0,3,8,"0","0","1",2,"3"
"1","f25944170",3,1,68,2,0,1,31,"0","0","1",6,"4"
"0","f25944170",3,1,59,2,0,1,31,"0","0","1",6,"4"
"0","29b2e94c1",6,0,48,3,1,3,8,"0","0","1",10,"4"
"0","29b2e94c1",6,0,30,3,1,3,8,"0","0","1",15,"4"
"0","29b2e94c1",6,0,16,3,1,3,8,"0","0","1",9,"4"
"0","e19b2d06e",4,1,1,3,1,3,8,"0","0","1",0,"4"
"0","e19b2d06e",4,1,30,3,1,3,8,"0","0","1",15,"4"
"1","e19b2d06e",4,1,37,3,1,3,8,"0","0","1",11,"4"
"0","d9db795e1",6,1,41,3,1,4,8,"1","0","1",14,"4"
"1","d9db795e1",6,1,33,3,1,4,8,"1","0","1",14,"4"
"0","d9db795e1",6,1,7,3,1,4,8,"1","0","1",0,"4"
"1","5e2f7c123",4,1,23,2,0,2,30,"0","0","1",8,"4"
"0","5e2f7c123",4,1,53,2,0,2,30,"0","0","1",11,"4"
"0","ec4cded9c",5,0,31,2,0,3,30,"1","0","1",15,"4"
"0","ec4cded9c",5,0,60,2,0,3,30,"1","0","1",11,"4"
"0","36970d078",5,1,25,3,0,3,30,"1","0","1",15,"4"
"0","36970d078",5,1,57,3,0,3,30,"1","0","1",11,"4"
"1","36970d078",5,1,59,3,0,3,30,"1","0","1",11,"4"
"1","4da8d7688",3,1,49,1,0,2,30,"0","0","1",5,"4"
"0","9428c977a",4,1,4,4,2,2,31,"0","0","1",0,"1"
"0","9428c977a",4,1,26,4,2,2,31,"0","0","1",9,"1"
"0","9428c977a",4,1,1,4,2,2,31,"0","0","1",0,"1"
"1","9428c977a",4,1,35,4,2,2,31,"0","0","1",7,"1"
"0","f1a9eef39",4,2,13,5,3,2,18,"0","0","1",6,"2"
"0","f1a9eef39",4,2,36,5,3,2,18,"0","0","1",7,"2"
"1","f1a9eef39",4,2,16,5,3,2,18,"0","0","1",9,"2"
"1","f1a9eef39",4,2,38,5,3,2,18,"0","0","1",11,"2"
"0","f1a9eef39",4,2,19,5,3,2,18,"0","0","1",6,"2"
"0","4763d124b",7,4,45,5,1,4,10,"0","0","1",10,"4"
"1","4763d124b",7,4,76,5,1,4,10,"0","0","1",4,"4"
"1","4763d124b",7,4,15,5,1,4,10,"0","0","1",9,"4"
"1","4763d124b",7,4,48,5,1,4,10,"0","0","1",7,"4"
"1","4763d124b",7,4,54,5,1,4,10,"0","0","1",7,"4"
"0","275a2657a",4,2,51,3,1,2,8,"1","0","1",15,"4"
"1","275a2657a",4,2,40,3,1,2,8,"1","0","1",9,"4"
"1","275a2657a",4,2,15,3,1,2,8,"1","0","1",9,"4"
"0","d3f306857",5,0,24,2,0,3,30,"0","0","1",13,"4"
"0","d3f306857",5,0,62,2,0,3,30,"0","0","1",6,"4"
"0","09d748e5f",5,4,46,6,2,3,8,"0","0","1",10,"3"
"1","09d748e5f",5,4,14,6,2,3,8,"0","0","1",8,"3"
"1","09d748e5f",5,4,47,6,2,3,8,"0","0","1",6,"3"
"1","09d748e5f",5,4,12,6,2,3,8,"0","0","1",5,"3"
"0","09d748e5f",5,4,20,6,2,3,8,"0","0","1",7,"3"
"1","09d748e5f",5,4,20,6,2,3,8,"0","0","1",12,"3"
"0","e89441a8a",6,1,27,4,2,3,31,"1","0","1",14,"2"
"1","e89441a8a",6,1,16,4,2,3,31,"1","0","1",6,"2"
"0","e89441a8a",6,1,7,4,2,3,31,"1","0","1",0,"2"
"0","e89441a8a",6,1,46,4,2,3,31,"1","0","1",9,"2"
"0","ac67324c2",8,1,16,3,1,5,21,"1","0","1",10,"4"
"0","ac67324c2",8,1,55,3,1,5,21,"1","0","1",11,"4"
"1","ac67324c2",8,1,66,3,1,5,21,"1","0","1",11,"4"
"0","fe7dbf4cc",6,1,62,3,0,3,30,"0","0","1",6,"4"
"0","fe7dbf4cc",6,1,60,3,0,3,30,"0","0","1",6,"4"
"1","fe7dbf4cc",6,1,34,3,0,3,30,"0","0","1",17,"4"
"0","0a90e8c3f",7,0,31,1,0,2,30,"0","0","1",16,"4"
"0","baa2ebe78",3,1,34,3,0,3,30,"0","0","1",17,"4"
"1","baa2ebe78",3,1,53,3,0,3,30,"0","0","1",11,"4"
"0","baa2ebe78",3,1,57,3,0,3,30,"0","0","1",16,"4"
"1","5585d28a9",5,1,13,3,1,3,8,"0","0","1",6,"4"
"0","5585d28a9",5,1,23,3,1,3,8,"0","0","1",14,"4"
"0","5585d28a9",5,1,53,3,1,3,8,"0","0","1",16,"4"
"1","0e7f79b84",9,2,19,5,2,4,10,"1","0","1",12,"4"
"1","0e7f79b84",9,2,48,5,2,4,10,"1","0","1",11,"4"
"0","0e7f79b84",9,2,17,5,2,4,10,"1","0","1",9,"4"
"0","0e7f79b84",9,2,21,5,2,4,10,"1","0","1",15,"4"
"0","0e7f79b84",9,2,49,5,2,4,10,"1","0","1",14,"4"
"0","463d89601",5,1,22,3,1,3,8,"1","0","1",14,"4"
"0","463d89601",5,1,51,3,1,3,8,"1","0","1",12,"4"
"1","463d89601",5,1,19,3,1,3,8,"1","0","1",9,"4"
"0","b63c1f422",6,2,28,3,2,4,21,"0","0","1",14,"4"
"1","b63c1f422",6,2,5,3,2,4,21,"0","0","1",0,"4"
"1","b63c1f422",6,2,7,3,2,4,21,"0","0","1",1,"4"
"1","cd584e766",5,1,27,5,1,3,10,"0","0","1",8,"4"
"0","cd584e766",5,1,22,5,1,3,10,"0","0","1",12,"4"
"0","cd584e766",5,1,47,5,1,3,10,"0","0","1",8,"4"
"0","cd584e766",5,1,74,5,1,3,10,"0","0","1",2,"4"
"0","cd584e766",5,1,17,5,1,3,10,"0","0","1",10,"4"
"0","73d85d05d",5,0,37,2,1,3,31,"0","0","1",6,"2"
"0","73d85d05d",5,0,16,2,1,3,31,"0","1","1",8,"3"
"0","a1313caf6",5,2,70,3,0,3,21,"0","0","1",2,"3"
"1","a1313caf6",5,2,45,3,0,3,21,"0","0","1",9,"3"
"1","a1313caf6",5,2,74,3,0,3,21,"0","0","1",3,"3"
"1","4ec0576ea",5,3,24,4,0,3,30,"0","0","1",10,"3"
"1","4ec0576ea",5,3,30,4,0,3,30,"0","0","1",9,"3"
"0","4ec0576ea",5,3,48,4,0,3,30,"0","0","1",1,"3"
"1","4ec0576ea",5,3,22,4,0,3,30,"0","0","1",6,"3"
"0","307f046e7",4,0,16,2,1,2,31,"0","1","1",7,"2"
"0","307f046e7",4,0,44,2,1,2,31,"0","0","1",11,"2"
"0","0f2b13fba",4,1,72,2,0,2,31,"0","1","1",0,"4"
"1","0f2b13fba",4,1,55,2,0,2,31,"0","0","1",6,"4"
"1","ee0f95f07",4,1,20,2,0,2,30,"1","0","0",10,"4"
"0","ee0f95f07",4,1,46,2,0,2,30,"1","0","0",6,"4"
"1","0d62666ad",5,1,52,3,1,3,8,"0","0","1",7,"3"
"0","0d62666ad",5,1,52,3,1,3,8,"0","1","1",6,"3"
"0","0d62666ad",5,1,15,3,1,3,8,"0","1","1",7,"3"
"1","2848ab152",7,1,11,3,2,5,21,"0","0","1",3,"1"
"0","2848ab152",7,1,30,3,2,5,21,"0","0","1",6,"1"
"0","2848ab152",7,1,6,3,2,5,21,"0","0","1",0,"1"
"1","f54bc4b11",4,3,9,4,2,2,31,"0","0","1",2,"4"
"0","f54bc4b11",4,3,31,4,2,2,31,"0","0","1",12,"4"
"1","f54bc4b11",4,3,6,4,2,2,31,"0","0","1",0,"4"
"1","f54bc4b11",4,3,36,4,2,2,31,"0","0","1",12,"4"
"1","34bab1f1f",4,3,47,5,3,3,18,"0","0","1",6,"1"
"0","34bab1f1f",4,3,29,5,3,3,18,"0","0","1",11,"1"
"1","34bab1f1f",4,3,12,5,3,3,18,"0","0","1",5,"1"
"1","34bab1f1f",4,3,6,5,3,3,18,"0","0","1",0,"1"
"0","34bab1f1f",4,3,3,5,3,3,18,"0","0","1",0,"1"
"1","52cf8fe9d",4,3,46,4,0,2,30,"1","0","1",11,"4"
